longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,room_per_household,room_per_capita,bed_room_ratio,income_per_capita,age_binned_custom,distance_to_LA,distance_to_silicon_valey
-117.9,33.65,28.0,5.2549,261800.0,<1H OCEAN,4.5,1.8,0.2,0.0,Medium,54.790115048235954,560.3812910547498
-118.18,33.77,36.0,1.1483,112500.0,NEAR OCEAN,3.0,1.6,0.4,0.0,Old,31.851367346756486,533.3841948569844
-117.1,32.75,11.0,1.3448,91300.0,NEAR OCEAN,3.4,1.3,0.3,0.0,New,179.3841952446509,684.7287415118375
-123.53,38.93,38.0,2.5625,165600.0,NEAR OCEAN,8.1,3.4,0.2,0.0,Old,718.9743570537106,214.39887949046587
-118.26,34.12,52.0,3.8393,238200.0,<1H OCEAN,4.7,1.8,0.2,0.0,Old,7.669624932330403,499.30443585749634
-117.12,32.75,13.0,2.1767,101800.0,NEAR OCEAN,4.1,1.5,0.3,0.0,New,178.28708460177046,683.5275492322164
-118.38,34.21,35.0,3.7708,170600.0,<1H OCEAN,4.9,1.1,0.2,0.0,Old,21.55131519725737,484.4736918442312
-122.4,37.73,50.0,3.4769,238700.0,NEAR BAY,5.1,1.7,0.2,0.0,Old,554.2593890835553,48.58806283601568
-117.7,33.53,5.0,5.9088,288500.0,<1H OCEAN,5.9,2.4,0.2,0.0,New,76.74779452695091,582.6334223963199
-118.33,34.1,29.0,2.1866,250000.0,<1H OCEAN,2.6,1.1,0.4,0.0,Old,9.568963623842937,496.62981806312956
-117.01,34.01,15.0,4.7193,135200.0,INLAND,6.7,2.3,0.2,0.0,New,114.02898018169734,590.697731172759
-118.03,33.78,25.0,6.6453,270100.0,<1H OCEAN,6.6,2.2,0.1,0.0,Medium,36.08506989163336,541.5944808912802
-122.06,36.98,15.0,4.2254,320900.0,NEAR OCEAN,5.5,2.2,0.2,0.0,New,474.6383428619104,45.22533923904021
-121.29,38.76,12.0,6.0097,187500.0,INLAND,7.0,2.7,0.1,0.0,New,589.4576633084195,166.56358490717173
-118.28,33.93,42.0,2.5179,97400.0,<1H OCEAN,4.4,1.3,0.2,0.0,Old,13.96347142219976,513.8679636991749
-121.67,36.66,19.0,3.6875,189700.0,<1H OCEAN,5.0,2.2,0.2,0.0,Medium,425.01894959033393,87.79126930331145
-122.18,38.07,10.0,5.3288,201800.0,NEAR BAY,6.2,2.4,0.2,0.0,New,569.5339337766951,76.51744206064329
-117.92,33.94,30.0,4.7813,198200.0,<1H OCEAN,6.0,2.0,0.2,0.0,Old,32.392541351629376,535.2873749663516
-118.36,34.04,45.0,3.5161,157000.0,<1H OCEAN,4.7,1.7,0.2,0.0,Old,10.823475113923493,499.80098443117726
-118.17,34.05,45.0,2.5962,124100.0,<1H OCEAN,4.4,1.0,0.2,0.0,Old,6.809053173397354,510.63899716421065
-116.05,34.12,19.0,3.125,65600.0,INLAND,5.4,2.0,0.2,0.0,Medium,202.5955261391942,652.9597558665449
-118.39,34.14,19.0,5.5683,309200.0,<1H OCEAN,5.3,2.5,0.2,0.0,Medium,16.646872756233478,489.63638967649445
-118.57,34.22,27.0,3.7798,258400.0,<1H OCEAN,4.8,1.6,0.2,0.0,Medium,35.38753385284728,472.025750422631
-124.18,40.79,40.0,1.4668,64600.0,NEAR OCEAN,5.0,1.8,0.2,0.0,Old,913.4311617965554,419.9704601737868
-122.46,37.64,26.0,5.3922,353700.0,NEAR OCEAN,7.1,1.7,0.1,0.0,Medium,550.8276333194458,45.29486964639432
-120.86,37.52,9.0,3.4821,127100.0,INLAND,5.4,1.8,0.2,0.0,New,451.60582800698114,106.96962071192712
-121.31,38.57,9.0,3.5192,113300.0,INLAND,4.9,1.7,0.2,0.0,New,571.8770450032428,146.76475977630642
-122.47,37.74,52.0,4.0846,333600.0,NEAR BAY,4.8,1.9,0.2,0.0,Old,559.3471125333889,53.46795269485423
-122.14,37.86,20.0,4.5744,314000.0,NEAR BAY,5.4,2.6,0.2,0.0,Medium,549.481777418228,52.94577730690807
-118.42,33.93,28.0,4.5743,382200.0,<1H OCEAN,4.9,2.1,0.2,0.0,Medium,21.191164147304896,505.52654602004594
-118.24,33.97,38.0,2.1429,118500.0,<1H OCEAN,3.7,0.8,0.3,0.0,Old,9.124240108557725,512.9393321619997
-121.92,37.45,10.0,3.2617,252200.0,<1H OCEAN,3.9,1.9,0.3,0.0,New,502.5884177341704,14.009482161800687
-118.14,33.79,44.0,3.1711,215400.0,NEAR OCEAN,4.0,1.6,0.3,0.0,Old,30.623520745423253,534.089415915057
-118.29,34.05,34.0,1.5972,168800.0,<1H OCEAN,2.5,0.8,0.3,0.0,Old,4.281812193196743,503.22840708916164
-115.57,32.8,16.0,1.875,93800.0,INLAND,4.4,1.9,0.3,0.0,New,284.79898896821885,779.9864430680204
-118.43,34.01,27.0,2.697,412500.0,<1H OCEAN,3.1,1.4,0.3,0.0,Medium,17.830411079600488,498.1250510175661
-124.15,40.78,41.0,3.1711,104200.0,NEAR OCEAN,6.1,2.3,0.2,0.0,Old,911.022936304331,417.84765045559203
-122.3,37.97,34.0,3.5353,164700.0,NEAR BAY,6.3,2.4,0.2,0.0,Old,567.9312774816906,68.09900248433591
-118.24,33.99,28.0,2.4107,96400.0,<1H OCEAN,3.6,0.6,0.3,0.0,Medium,6.907854403058751,511.2734317300363
-122.5,38.35,25.0,3.075,165100.0,<1H OCEAN,4.3,2.0,0.2,0.0,Medium,611.3535249234637,113.70510566583259
-119.69,36.81,15.0,4.4934,88000.0,INLAND,5.8,1.8,0.2,0.0,New,332.9563630726693,219.99699523033686
-118.41,34.19,42.0,3.9792,193800.0,<1H OCEAN,5.3,1.7,0.2,0.0,Old,21.656701852475177,484.26897479917534
-122.41,37.8,52.0,3.3839,400000.0,NEAR BAY,4.4,1.7,0.2,0.0,Old,560.4935884279206,55.364212355814054
-117.37,33.19,18.0,1.9562,192500.0,NEAR OCEAN,3.4,1.5,0.4,0.0,New,125.37105371078667,631.2337555023818
-121.63,39.15,27.0,1.8849,73500.0,INLAND,4.9,2.1,0.2,0.0,Medium,641.6018418161344,199.1843022613735
-121.72,37.7,17.0,6.1023,450000.0,INLAND,6.6,2.3,0.2,0.0,New,512.1273757104765,45.74442763259166
-118.12,33.95,36.0,5.0526,269800.0,<1H OCEAN,6.1,2.3,0.2,0.0,Old,16.096791282424117,521.9611745328
-117.7,33.57,4.0,3.3125,138500.0,<1H OCEAN,4.2,2.2,0.3,0.0,New,73.44920983055358,579.318007436731
-122.06,40.55,17.0,3.5189,101000.0,INLAND,5.5,2.0,0.2,0.0,New,796.3575513897753,351.0848348735164
-118.21,33.95,43.0,1.8641,165100.0,<1H OCEAN,3.4,0.9,0.3,0.0,Old,11.75601186028632,516.435751526226
-121.44,38.47,5.0,3.3608,108900.0,INLAND,5.0,1.8,0.2,0.0,New,568.0697863000415,131.84685965796876
-121.99,37.34,26.0,3.9625,262900.0,<1H OCEAN,4.0,1.6,0.3,0.0,Medium,497.94457405077634,7.971602035736487
-122.29,37.56,12.0,5.0353,305800.0,NEAR BAY,4.7,2.6,0.2,0.0,New,533.9564113121277,28.098072326872956
-117.77,33.72,9.0,7.8139,304700.0,<1H OCEAN,6.6,2.3,0.1,0.0,New,57.2539881476812,562.6224814267242
-117.97,34.09,31.0,3.4032,143400.0,INLAND,4.1,1.2,0.2,0.0,Old,25.610185479081185,520.0626568756552
-124.17,40.8,52.0,1.8529,62500.0,NEAR OCEAN,4.9,2.1,0.2,0.0,Old,913.812545820626,420.5874233182221
-119.27,34.27,52.0,3.5893,206600.0,NEAR OCEAN,4.7,1.9,0.2,0.0,Old,97.6698091734761,427.8389149183375
-122.22,37.48,47.0,2.8058,229500.0,NEAR OCEAN,3.5,0.8,0.3,0.0,Old,523.2859784386038,17.670063385965058
-117.21,34.13,31.0,3.3445,92900.0,INLAND,5.3,1.7,0.2,0.0,Old,95.7852149575719,568.0266625980148
-118.48,34.23,30.0,6.5268,273100.0,<1H OCEAN,6.0,2.3,0.1,0.0,Old,29.393338516242313,476.6627251856759
-117.0,34.87,16.0,3.6091,87200.0,INLAND,6.1,1.9,0.2,0.0,New,145.90376673366427,534.0060211050084
-118.51,34.19,35.0,5.3028,229200.0,<1H OCEAN,6.0,2.2,0.2,0.0,Old,28.93415109620593,478.1645561421102
-118.46,34.04,25.0,3.6976,360000.0,<1H OCEAN,3.5,1.8,0.3,0.0,Medium,20.017818789000827,493.7949807360447
-115.48,32.8,21.0,2.6172,88500.0,INLAND,5.3,1.6,0.2,0.0,Medium,292.13395755080296,786.2159241999428
-120.49,37.32,10.0,3.0263,118300.0,INLAND,5.3,2.1,0.2,0.0,New,415.66061034287713,139.07705878113794
-118.12,33.81,37.0,4.2143,228500.0,<1H OCEAN,5.3,2.1,0.2,0.0,Old,29.198340448374342,533.6140364938534
-117.65,33.62,15.0,6.2899,275000.0,<1H OCEAN,7.0,2.4,0.2,0.0,New,72.9251688044495,578.3182143238859
-118.19,34.03,50.0,3.2639,142600.0,<1H OCEAN,5.1,1.4,0.2,0.0,Old,5.5364523698614185,511.03925545549515
-121.66,36.67,40.0,3.1439,192300.0,<1H OCEAN,5.1,2.0,0.2,0.0,Old,425.0968686959384,87.12830632760232
-117.13,32.75,37.0,2.693,174100.0,NEAR OCEAN,4.3,2.1,0.2,0.0,Old,177.74329216242648,682.9279834202816
-121.48,38.56,46.0,2.7316,134700.0,INLAND,4.2,2.1,0.2,0.0,Old,578.4214337765987,139.6838105044394
-121.42,37.73,2.0,5.9934,196700.0,INLAND,9.9,3.0,0.1,0.0,New,498.6888905430743,67.95378544433731
-118.33,33.93,37.0,3.2862,152300.0,<1H OCEAN,4.7,1.4,0.2,0.0,Old,15.726049450724114,510.8684627372632
-122.12,37.71,38.0,3.0345,152100.0,NEAR BAY,4.0,1.8,0.2,0.0,Old,535.8316361088964,36.21720840227293
-118.24,34.14,28.0,2.462,254000.0,<1H OCEAN,3.6,1.3,0.3,0.0,Medium,9.74512129871952,498.9158533593031
-122.03,36.96,28.0,2.425,216100.0,NEAR OCEAN,4.2,1.7,0.3,0.0,Medium,471.1681226067746,47.50715188083939
-118.3,33.97,50.0,2.1221,119400.0,<1H OCEAN,5.5,2.3,0.2,0.0,Old,10.496715497107104,509.29925329568636
-118.54,34.17,34.0,5.6738,443600.0,<1H OCEAN,6.6,2.4,0.2,0.0,Old,30.300241159752844,478.0316271793122
-117.67,33.54,15.0,4.8906,181800.0,<1H OCEAN,5.7,1.8,0.2,0.0,New,77.78266016736161,583.6554926867094
-118.49,34.42,23.0,4.4107,213400.0,<1H OCEAN,5.6,2.0,0.2,0.0,Medium,46.68438075212449,460.5002833294833
-117.81,33.8,25.0,6.0531,230700.0,<1H OCEAN,5.8,1.7,0.2,0.0,Medium,48.894972903246654,553.5847831059697
-118.41,33.92,29.0,3.6389,275000.0,<1H OCEAN,4.2,2.1,0.3,0.0,Old,21.24021253364579,506.97060707235505
-122.12,37.44,33.0,5.485,406300.0,NEAR BAY,5.1,2.1,0.2,0.0,Old,513.9260068689955,8.035188692597343
-117.09,32.56,8.0,4.8984,151500.0,NEAR OCEAN,5.0,1.4,0.2,0.0,New,197.3134568996528,701.6095989653513
-121.51,38.53,34.0,4.25,191900.0,INLAND,6.1,2.6,0.2,0.0,Old,576.9372436211055,135.6328952774579
-117.1,32.67,26.0,2.0982,109100.0,NEAR OCEAN,3.4,1.0,0.3,0.0,Medium,186.62894992147434,691.5572083683206
-117.04,32.65,8.0,4.2155,247800.0,NEAR OCEAN,8.3,2.8,0.2,0.0,New,191.6715900250881,696.8512224036691
-122.02,37.36,21.0,3.9038,243800.0,<1H OCEAN,3.6,1.7,0.3,0.0,Medium,501.3880151449802,4.510846377551319
-117.87,33.73,45.0,3.4193,177000.0,<1H OCEAN,4.5,1.1,0.2,0.0,Old,49.72117841637804,555.5775238144263
-117.21,33.13,19.0,3.775,168000.0,NEAR OCEAN,5.5,3.4,0.2,0.0,Medium,140.24582033159473,646.0964971560577
-118.21,34.05,26.0,1.3846,129200.0,<1H OCEAN,3.2,1.1,0.3,0.0,Medium,3.121056633186798,508.15506849914146
-118.25,33.92,44.0,2.5363,95900.0,<1H OCEAN,5.1,1.5,0.2,0.0,Old,14.675456008261486,516.5178682961508
-119.65,36.33,47.0,1.3882,53800.0,INLAND,4.4,1.5,0.3,0.0,Old,283.3024296761464,244.66070561713883
-118.47,34.0,41.0,2.288,263500.0,<1H OCEAN,4.3,1.3,0.3,0.0,Old,21.687498518173044,496.6005973860158
-118.11,33.84,37.0,4.8594,220300.0,<1H OCEAN,6.5,2.3,0.2,0.0,Old,26.585246777359323,531.708695469658
-118.59,34.21,17.0,2.5797,183500.0,<1H OCEAN,3.5,0.9,0.3,0.0,New,36.424987433946875,471.66272765725495
-117.14,32.9,16.0,4.2234,162100.0,<1H OCEAN,4.7,1.6,0.2,0.0,New,163.87317519178367,669.6125480466335
-116.99,33.73,13.0,1.9961,97800.0,INLAND,5.0,2.6,0.2,0.0,New,121.35125734089812,612.8045887818104
-122.73,38.37,40.0,3.1094,183300.0,<1H OCEAN,4.8,1.7,0.2,0.0,Old,626.155308263653,124.06638784441675
-118.32,33.92,35.0,4.8304,152800.0,<1H OCEAN,7.0,1.8,0.2,0.0,Old,16.270651581757406,512.3124892047272
-122.28,37.89,52.0,4.125,270900.0,NEAR BAY,5.4,2.4,0.2,0.0,Old,560.1161709447032,59.12868452288221
-118.41,34.0,18.0,2.9338,276300.0,<1H OCEAN,2.9,1.5,0.3,0.0,New,16.414064124821017,500.1649303956777
-118.42,34.27,35.0,1.4867,124000.0,<1H OCEAN,4.0,0.8,0.3,0.0,Old,29.119752250934283,477.0730730028855
-117.94,34.04,36.0,3.5592,160200.0,<1H OCEAN,4.3,1.0,0.2,0.0,Old,28.074717458036726,525.9756116332885
-118.31,33.87,27.0,4.7543,296300.0,<1H OCEAN,5.4,2.2,0.2,0.0,Medium,21.118532371119677,517.1505249292472
-122.36,37.94,41.0,1.822,79700.0,NEAR BAY,5.6,1.6,0.2,0.0,Old,568.9431477755676,66.87856580416633
-117.41,34.1,5.0,2.5272,92000.0,INLAND,6.1,2.2,0.2,0.0,New,77.13467424690386,556.4350430894194
-117.72,34.05,31.0,2.7321,104300.0,INLAND,4.7,1.3,0.2,0.0,Old,48.35348534835172,539.4664083015704
-121.96,37.94,26.0,5.1582,194700.0,INLAND,6.2,2.0,0.2,0.0,Medium,546.1281258028179,61.92250458017044
-121.83,37.34,21.0,4.2098,193400.0,<1H OCEAN,5.2,1.1,0.2,0.0,Medium,488.20800697627374,20.831372114765664
-117.33,34.03,14.0,2.8281,106300.0,INLAND,6.1,1.9,0.2,0.0,New,84.40694998440759,567.1236793778874
-121.67,39.34,22.0,2.6607,84600.0,INLAND,6.5,2.3,0.2,0.0,Medium,661.7382236057291,219.36336763526546
-118.18,33.74,30.0,4.0968,310000.0,NEAR OCEAN,3.9,2.8,0.3,0.0,Old,35.12706165676237,535.9340048393876
-118.17,33.8,26.0,3.5313,187500.0,NEAR OCEAN,4.3,1.8,0.2,0.0,Medium,28.792362462977383,531.4426325491554
-116.57,33.76,25.0,3.1364,301600.0,INLAND,7.6,4.5,0.2,0.0,Medium,158.1490173380385,639.6417159903398
-118.34,34.09,14.0,2.2,210000.0,<1H OCEAN,3.6,1.8,0.3,0.0,New,9.828480721105567,496.8467724771041
-117.34,34.46,9.0,3.1505,102000.0,INLAND,5.6,1.7,0.2,0.0,New,94.73404869015873,535.392460060754
-118.1,34.05,31.0,3.756,183300.0,<1H OCEAN,5.0,1.2,0.2,0.0,Old,13.269981978848245,515.0181566143342
-118.22,33.94,42.0,2.6538,143400.0,<1H OCEAN,3.6,0.9,0.3,0.0,Old,12.636633149806633,516.660846093931
-121.83,37.35,31.0,3.7143,178600.0,<1H OCEAN,4.5,0.8,0.2,0.0,Old,489.02392809328114,20.577227685240207
-121.84,36.6,30.0,3.4643,191800.0,<1H OCEAN,4.4,1.8,0.2,0.0,Old,432.16887675415234,89.51373217765774
-117.07,32.64,38.0,4.6477,150400.0,NEAR OCEAN,5.0,2.0,0.2,0.0,Old,190.96504915931635,695.9145145580096
-118.23,33.96,42.0,2.5913,151600.0,<1H OCEAN,3.5,0.8,0.3,0.0,Old,10.305063385661793,514.3826759482895
-121.29,37.87,29.0,2.6563,103100.0,INLAND,4.2,1.6,0.2,0.0,Old,504.8647274439969,86.35855344314156
-117.76,34.12,16.0,4.2415,275700.0,INLAND,6.1,2.5,0.2,0.0,New,45.27039933887731,531.3952686812698
-118.4,33.92,32.0,4.5987,363800.0,<1H OCEAN,5.3,2.2,0.2,0.0,Old,20.58164122794516,507.5604728474382
-121.98,37.28,26.0,3.3922,269100.0,<1H OCEAN,3.9,1.9,0.3,0.0,Medium,492.5556219970317,13.766427794532763
-122.26,37.56,23.0,5.6683,391000.0,NEAR BAY,5.6,2.1,0.2,0.0,Medium,532.1049041514832,26.218158201045014
-118.2,33.98,30.0,2.1964,158500.0,<1H OCEAN,3.1,0.7,0.3,0.0,Old,8.968327641629122,514.553715837607
-114.47,34.4,19.0,1.82,80100.0,INLAND,16.5,6.8,0.2,0.0,Medium,349.8188407789413,760.6859206988021
-122.28,37.89,52.0,5.7912,327100.0,NEAR BAY,7.3,3.0,0.1,0.0,Old,560.1161709447032,59.12868452288221
-121.48,38.51,24.0,2.5926,72300.0,INLAND,4.8,1.4,0.2,0.0,Medium,573.6776423734772,134.5342686018067
-118.53,34.27,32.0,5.3847,329200.0,<1H OCEAN,6.1,2.0,0.2,0.0,Old,35.785836393318284,470.2863957204822
-119.03,36.07,26.0,2.4167,77600.0,INLAND,5.0,1.7,0.2,0.0,Medium,235.06563243119504,307.4049573040731
-117.28,34.14,40.0,3.4906,93300.0,INLAND,5.7,2.4,0.2,0.0,Old,89.4621806434738,562.4291425697718
-118.17,33.89,11.0,2.6328,160700.0,<1H OCEAN,4.1,1.0,0.2,0.0,New,19.237607322713146,523.8796672903011
-119.25,34.21,12.0,5.6756,301800.0,NEAR OCEAN,6.8,2.1,0.2,0.0,New,94.4592649079849,434.3439210222098
-118.27,34.07,32.0,2.1135,152500.0,<1H OCEAN,2.8,0.8,0.3,0.0,Old,3.1294547674667994,502.80039134171346
-119.63,36.18,23.0,2.4286,100000.0,INLAND,4.1,1.2,0.2,0.0,Medium,267.75307991356044,254.75851991645484
-118.3,33.95,41.0,1.2455,100800.0,<1H OCEAN,4.1,1.1,0.3,0.0,Old,12.472507426028878,510.9803292788561
-122.18,37.76,49.0,1.8407,96700.0,NEAR BAY,5.1,1.8,0.2,0.0,Old,543.4945464174447,42.73595681231022
-118.92,35.37,17.0,2.4919,75700.0,INLAND,5.6,2.1,0.2,0.0,New,158.77530549374313,359.65267884905273
-122.3,38.25,18.0,3.7188,163400.0,NEAR BAY,5.1,2.4,0.2,0.0,New,591.6415875882299,98.08359748358305
-122.02,36.97,29.0,1.9286,195300.0,NEAR OCEAN,3.9,1.5,0.3,0.0,Old,471.25337837729364,46.45407951451419
-118.33,34.16,44.0,3.4286,247900.0,<1H OCEAN,4.1,1.6,0.2,0.0,Old,14.36636963391776,491.6783910537063
-121.25,37.97,41.0,2.0375,75000.0,INLAND,4.2,1.2,0.2,0.0,Old,512.2021008341848,96.1969593716479
-122.32,37.57,42.0,3.2891,237900.0,NEAR OCEAN,4.4,1.1,0.2,0.0,Old,536.6055217989566,30.81157698302625
-123.22,39.28,16.0,3.1455,142900.0,<1H OCEAN,5.1,1.8,0.2,0.0,New,730.7977917806686,233.36367220730216
-118.26,34.11,47.0,3.6667,210900.0,<1H OCEAN,4.3,1.5,0.2,0.0,Old,6.585542489718159,500.12470058766104
-118.35,33.92,29.0,3.6167,200000.0,<1H OCEAN,3.2,1.3,0.3,0.0,Old,17.64946814638645,510.5236374318555
-121.91,37.3,31.0,3.6563,344700.0,<1H OCEAN,5.2,2.5,0.2,0.0,Old,489.829847311874,16.28273042570842
-117.09,32.91,16.0,7.0546,282200.0,<1H OCEAN,7.4,2.4,0.1,0.0,New,165.9696217867126,671.8269845859992
-119.67,36.81,4.0,4.9432,114400.0,INLAND,6.3,2.0,0.2,0.0,New,332.2445559261261,221.69825670107318
-118.3,34.16,40.0,3.2321,243600.0,<1H OCEAN,4.3,2.2,0.2,0.0,Old,13.037290927491828,493.54011260441837
-118.29,33.93,43.0,3.3836,129900.0,<1H OCEAN,5.7,1.9,0.2,0.0,Old,14.213721034835428,513.2662756422983
-120.36,38.21,10.0,2.8208,139900.0,INLAND,7.1,2.9,0.2,0.0,New,499.0948814787966,175.16657268336016
-121.5,38.57,45.0,1.0114,80000.0,INLAND,4.3,1.7,0.3,0.0,Old,580.273655825131,140.09346448733754
-121.93,37.35,36.0,3.1065,234100.0,<1H OCEAN,4.7,1.1,0.2,0.0,Old,495.0713470904646,12.036395581000846
-121.47,38.58,52.0,2.6976,109300.0,INLAND,4.4,2.3,0.2,0.0,Old,579.8744409621233,142.0688734577831
-118.18,33.91,36.0,2.0625,134400.0,<1H OCEAN,5.1,1.3,0.2,0.0,Old,16.835635444118306,521.6005323191106
-121.47,36.92,27.0,4.6477,265900.0,INLAND,6.1,1.7,0.2,0.0,Medium,432.3205699114679,73.59018750607491
-122.34,40.32,12.0,2.6352,92200.0,INLAND,5.6,1.9,0.2,0.0,New,784.7226164141169,326.4665684752729
-121.92,37.29,34.0,5.1765,344600.0,<1H OCEAN,6.8,2.5,0.1,0.0,Old,489.64290766367554,16.295919685228
-118.22,34.05,44.0,1.2,115600.0,<1H OCEAN,3.0,0.7,0.3,0.0,Old,2.201772748351783,507.53621362222475
-120.35,37.95,13.0,2.4,177000.0,INLAND,5.2,2.2,0.2,0.0,New,472.31494474215907,163.06697322855425
-121.06,38.98,14.0,4.7019,212800.0,INLAND,6.1,2.0,0.2,0.0,New,602.1242258110246,197.18756171792967
-117.3,33.08,24.0,4.0,343200.0,NEAR OCEAN,5.1,1.9,0.2,0.0,Medium,138.9427778791309,644.7269016303787
-118.4,33.97,37.0,4.6364,456300.0,<1H OCEAN,5.6,2.8,0.2,0.0,Old,17.07591066112933,503.30402819013636
-120.62,37.35,18.0,1.6833,71000.0,INLAND,4.6,1.5,0.2,0.0,New,424.38355540091294,127.4004902560894
-117.23,33.89,5.0,4.1953,136600.0,INLAND,6.2,1.8,0.2,0.0,New,95.39369444824392,584.4470147014018
-117.03,34.07,16.0,4.2333,220300.0,INLAND,7.2,2.3,0.2,0.0,New,112.06380722196933,584.9628255667675
-117.94,33.81,33.0,4.2759,238000.0,<1H OCEAN,5.5,2.0,0.2,0.0,Old,38.86142857269002,544.6438041726167
-117.32,34.19,6.0,4.7222,109000.0,INLAND,5.7,1.1,0.2,0.0,New,86.5742658707025,556.0036921033314
-122.13,37.68,45.0,4.0588,182800.0,NEAR BAY,5.8,2.2,0.2,0.0,Old,533.9515931945447,33.0902722654023
-121.71,38.56,20.0,4.2198,164100.0,INLAND,5.9,2.1,0.2,0.0,Medium,589.0563753799163,133.6760928127843
-118.35,33.89,29.0,3.6486,229000.0,<1H OCEAN,4.3,1.4,0.2,0.0,Old,20.498840048648916,513.0756015851338
-121.67,36.58,11.0,6.1551,291800.0,<1H OCEAN,7.3,2.5,0.1,0.0,New,419.14320354975985,96.02529175905354
-118.35,34.17,44.0,3.5583,232000.0,<1H OCEAN,4.5,2.0,0.2,0.0,Old,16.33813279448041,489.6183836001724
-120.49,37.31,45.0,2.0521,72400.0,INLAND,4.5,1.3,0.2,0.0,Old,414.6993112914866,139.1504402055415
-119.08,36.02,26.0,1.9439,62100.0,INLAND,5.8,2.0,0.2,0.0,Medium,231.26011152273756,306.26949812875137
-117.36,34.1,33.0,3.6227,92800.0,INLAND,5.6,1.4,0.2,0.0,Old,81.73944874852768,559.8561182682026
-120.48,39.66,32.0,1.8839,71000.0,INLAND,11.6,5.0,0.2,0.0,Old,653.4341517879727,287.31952178108435
-119.72,37.38,16.0,2.6071,103700.0,INLAND,5.8,2.2,0.2,0.0,New,392.6372316923507,207.0108650287437
-121.96,36.99,23.0,2.7375,238000.0,NEAR OCEAN,4.8,2.3,0.2,0.0,Medium,468.82400604530727,44.956426514849404
-121.22,37.8,13.0,1.6111,74100.0,INLAND,4.4,1.4,0.3,0.0,New,494.98031086043324,86.9861353454204
-118.4,34.7,10.0,4.2941,151600.0,INLAND,5.8,1.9,0.2,0.0,New,73.28375401590131,444.4008923532455
-118.11,34.2,36.0,6.827,359400.0,INLAND,7.0,2.6,0.1,0.0,Old,20.515887605972654,502.3144638193434
-118.25,33.9,42.0,2.4271,89500.0,<1H OCEAN,4.3,1.2,0.2,0.0,Old,16.892356862587018,518.1999540008588
-117.99,33.9,30.0,3.5859,199700.0,<1H OCEAN,5.1,1.6,0.2,0.0,Old,28.8904858787927,534.1423429363031
-122.69,38.94,9.0,3.125,93400.0,INLAND,6.7,2.4,0.2,0.0,New,672.7580744117415,181.02076294095002
-118.44,34.16,33.0,4.0391,337500.0,<1H OCEAN,5.2,2.8,0.2,0.0,Old,21.703674236615253,484.92057527461395
-117.91,33.65,14.0,4.0417,180900.0,<1H OCEAN,3.7,1.6,0.3,0.0,New,54.258087770680014,559.7719819061803
-120.62,35.28,28.0,6.3144,328800.0,NEAR OCEAN,6.9,2.7,0.1,0.0,Medium,256.8745824617238,267.09904630596594
-117.07,32.75,31.0,2.5583,120700.0,NEAR OCEAN,4.6,1.6,0.2,0.0,Old,181.05324137407027,686.5356544238266
-117.9,34.53,8.0,3.9766,135800.0,INLAND,5.6,1.6,0.2,0.0,New,61.72887652298634,491.01487753731055
-118.08,34.01,34.0,2.5969,150200.0,<1H OCEAN,3.6,0.9,0.3,0.0,Old,15.825971472010506,519.5286007251187
-119.28,37.11,34.0,3.0729,144600.0,INLAND,26.0,11.1,0.2,0.0,Old,352.0216317134576,248.32985955937727
-118.26,34.13,37.0,2.5,207100.0,<1H OCEAN,3.1,1.2,0.3,0.0,Old,8.760011523124561,498.4852860659034
-117.83,33.65,8.0,4.1103,250400.0,<1H OCEAN,5.4,2.3,0.2,0.0,New,58.78804808254381,564.6687726980663
-122.46,38.29,35.0,3.5982,271700.0,NEAR BAY,5.2,2.6,0.2,0.0,Old,604.0057167914745,106.25225819025583
-120.1,39.37,10.0,4.5208,117300.0,INLAND,6.2,2.3,0.2,0.0,New,612.9495047520489,278.70244205889566
-120.15,39.2,14.0,4.1016,283300.0,INLAND,20.9,9.8,0.2,0.0,New,596.1157161085905,261.3729570108013
-118.36,33.81,26.0,5.1778,359900.0,<1H OCEAN,5.1,1.8,0.2,0.0,Medium,28.937183835973492,519.3390905594323
-117.32,34.13,41.0,2.4524,70400.0,INLAND,5.3,1.3,0.2,0.0,Old,85.6800346541992,560.3929002778376
-122.91,39.05,27.0,3.7667,95000.0,INLAND,7.3,2.7,0.3,0.0,Medium,694.118430290608,199.06424226381748
-117.98,33.72,28.0,5.2655,243100.0,<1H OCEAN,5.5,1.6,0.2,0.0,Medium,44.190891183048016,549.6542020174805
-122.78,38.53,9.0,4.2716,250800.0,<1H OCEAN,5.8,1.9,0.2,0.0,New,642.411187432218,141.81884584628048
-121.93,37.05,14.0,6.4214,340600.0,<1H OCEAN,6.0,2.2,0.2,0.0,New,471.45470609941856,39.12846955595982
-120.61,37.32,18.0,4.25,146300.0,INLAND,6.2,2.0,0.2,0.0,New,421.0766679481747,128.46239633081913
-122.86,38.44,31.0,3.4471,209500.0,<1H OCEAN,5.3,2.1,0.2,0.0,Old,639.5070022021328,136.48010399494714
-117.93,33.85,33.0,2.9474,178400.0,<1H OCEAN,5.6,1.3,0.2,0.0,Old,36.65915966209734,541.9811579940271
-122.54,37.94,26.0,5.1834,405500.0,NEAR BAY,5.0,2.6,0.2,0.0,Medium,579.6479131267556,74.650648782438
